date,latitude,longitude,depth,mag,place,province
2023-06-14,-65.722,1.313.343,37.227,4.5,"188 km WSW of Tual, Indonesia",Maluku
2023-06-14,-84.428,1.167.917,10,4.3,"15 km ENE of Labuan Lombok, Indonesia",Nusa Tenggara Barat
2023-06-12,-40.202,1.336.834,10,4,"195 km SE of Fakfak, Indonesia",Papua Barat
2023-06-12,2.1105,1.267.984,101.47,4.2,"141 km WNW of Tobelo, Indonesia",Maluku Utara
2023-06-12,-73.236,1.301.313,90.697,4.5,"Pulau Pulau Tanimbar, Indonesia",Maluku
2023-06-11,-62.596,1.302.208,112.523,4,"288 km WSW of Tual, Indonesia",Maluku
2023-06-11,-18.127,1.331.936,57.238,4.4,"49 km NW of Bintuni, Indonesia",Papua Barat
2023-06-11,-74.084,1.202.704,399.7,4.3,"127 km NNE of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2023-06-11,-29.534,1.366.526,42.782,5.2,"135 km ENE of Nabire, Indonesia",Papua
2023-06-11,-56.791,1.029.252,33.357,4.8,"186 km S of Pagar Alam, Indonesia",Sumatra Selatan
2023-06-11,-302,1.230.761,153.835,4.8,"62 km S of Gorontalo, Indonesia",Gorontalo
2023-06-10,-66.353,1.298.513,153.319,4.5,Banda Sea,Maluku
2023-06-10,-55.068,1.042.986,78.3,4.6,"99 km SW of Kotabumi, Indonesia",Lampung
2023-06-10,-27.931,1.292.339,10,4.1,"63 km NNE of Masohi, Indonesia",Maluku
2023-06-10,-81.881,1.195.364,181.565,4,"44 km N of Komodo, Indonesia",Nusa Tenggara Timur
2023-06-09,-28.089,1.292.529,10,4.6,"Seram, Indonesia",Maluku
2023-06-09,-12.003,982.138,10,4.6,"178 km WNW of Tuapejat, Indonesia",Sumatra Barat
2023-06-09,2.6326,1.282.532,100.834,4.5,"103 km NNE of Tobelo, Indonesia",Maluku Utara
2023-06-09,-28.026,1.292.057,10,4.9,"Seram, Indonesia",Maluku
2023-06-09,-19.529,125.687,10,4.7,"34 km WNW of Sanana, Indonesia",Maluku Utara
2023-06-08,-74.323,1.220.423,548.301,4.3,"132 km N of Maumere, Indonesia",Nusa Tenggara Timur
2023-06-08,-6.773,1.304.602,84.844,4.3,"283 km WSW of Tual, Indonesia",Maluku
2023-06-07,-62.711,1.046.388,55.933,4.3,"115 km SW of Bandar Lampung, Indonesia",Lampung
2023-06-07,-80.929,1.206.452,10.365,4.7,"Flores region, Indonesia",Nusa Tenggara Timur
2023-06-07,4.705,1.223.735,125.327,4.2,"Minahasa, Sulawesi, Indonesia",Sulawesi Utara
2023-06-07,-78.928,107.331,64.966,4.3,"Java, Indonesia",Jawa Barat
2023-06-07,-92.864,1.106.825,30.766,5.6,"146 km S of Wonosari, Indonesia",Jawa Tengah
2023-06-07,-55.204,1.324.481,28.685,4.6,"Kepulauan Kai, Indonesia",Maluku
2023-06-07,-6.847,1.340.625,25.719,4.2,"19 km N of Manokwari, Indonesia",Papua Barat
2023-06-07,-65.543,1.311.269,35,4,"206 km WSW of Tual, Indonesia",Maluku
2023-06-07,495,988.751,71.582,4.3,"107 km SSW of Padangsidempuan, Indonesia",Sumatra Utara
2023-06-07,2.4675,1.286.119,216.427,4.2,"105 km NE of Tobelo, Indonesia",Maluku Utara
2023-06-06,-48.096,133.75,10,4.5,"142 km NE of Tual, Indonesia",Maluku
2023-06-06,7.602,1.263.698,34.244,4.7,"112 km W of Ternate, Indonesia",Maluku Utara
2023-06-06,-7.651,1.070.857,55.528,4.8,"63 km SW of Banjar, Indonesia",Jawa Barat
2023-06-05,1.4734,1.187.947,10,4.2,"207 km NE of Bontang, Indonesia",Kalimantan Timur
2023-06-05,1.3573,1.180.747,10,4.4,"150 km NNE of Bontang, Indonesia",Kalimantan Timur
2023-06-05,-100.963,1.187.098,37.761,4.7,"93 km SW of Tambolaka, Indonesia",Nusa Tenggara Timur
2023-06-05,9.724,1.265.805,53.373,4.4,"91 km WNW of Ternate, Indonesia",Maluku Utara
2023-06-04,-81.501,1.220.978,212.306,4,"53 km NNW of Maumere, Indonesia",Nusa Tenggara Timur
2023-06-04,1.6786,1.256.479,104.227,4.9,"63 km ENE of Bitung, Indonesia",Sulawesi Utara
2023-06-04,-81.607,1.079.671,53.146,4.3,"90 km SSW of Kawalu, Indonesia",Jawa Barat
2023-06-04,-22.634,1.385.162,33.343,4,"238 km W of Abepura, Indonesia",Papua
2023-06-04,4.306,1.202.406,562.607,4.3,"153 km NNE of Palu, Indonesia",Sulawesi Tengah
2023-06-04,2.7931,960.551,31.072,4.4,"50 km NW of Sinabang, Indonesia",Aceh
2023-06-04,-30.827,1.373.178,52.249,5.1,"204 km E of Nabire, Indonesia",Papua
2023-06-04,-68.207,1.303.819,114.921,5.2,Banda Sea,Maluku
2023-06-03,3.0313,1.269.395,62.89,4.1,"186 km NW of Tobelo, Indonesia",Maluku Utara
2023-06-03,-63.651,1.303.349,133.431,4.7,"279 km WSW of Tual, Indonesia",Maluku
2023-06-03,5.531,965.897,10,4.3,"135 km W of Teluk Dalam, Indonesia",Riau
2023-06-02,1.1086,122.572,71.842,4.3,"83 km NW of Gorontalo, Indonesia",Gorontalo
2023-06-02,1.8388,994.829,157.081,4.9,"37 km SW of Bandar, Indonesia",Lampung
2023-06-01,-37.795,1.014.329,48.194,4.2,"92 km W of Bengkulu, Indonesia",Bengkulu
2023-05-31,5.389,1.230.214,258.863,4,"4 km W of Gorontalo, Indonesia",Gorontalo
2023-05-31,-36.262,1.282.527,117.6,5.2,"10 km NE of Ambon, Indonesia",Maluku
2023-05-31,2.3217,967.774,31.319,4,"47 km ESE of Sinabang, Indonesia",Aceh
2023-05-31,-73.348,1.270.717,282.435,4.2,"Kepulauan Barat Daya, Indonesia",Maluku
2023-05-31,-8.752,98.673,21.087,5.1,"163 km NW of Tuapejat, Indonesia",Sumatra Barat
2023-05-30,1.4746,127.675,184.158,4.2,"46 km SW of Tobelo, Indonesia",Maluku Utara
2023-05-30,1.9332,1.267.813,42.226,4.1,"138 km W of Tobelo, Indonesia",Maluku Utara
2023-05-29,-64.447,1.297.745,145.614,4.3,Banda Sea,Maluku
2023-05-29,-61.237,1.306.335,146.223,4.3,"240 km WSW of Tual, Indonesia",Maluku
2023-05-29,-27.953,1.265.605,10.065,4.2,"104 km SE of Sanana, Indonesia",Maluku Utara
2023-05-28,3.1165,1.226.688,520.37,4.2,Celebes Sea,Sulawesi Utara
2023-05-28,-11.166,1.205.444,40.924,4.3,"38 km NW of Poso, Indonesia",Sulawesi Tengah
2023-05-27,-61.218,130.444,156.111,4.9,"261 km WSW of Tual, Indonesia",Maluku
2023-05-27,-88.093,1.130.212,91.868,4.2,"Java, Indonesia",Jawa Timur
2023-05-26,2.1229,961.383,21.852,4.4,"47 km SW of Sinabang, Indonesia",Aceh
2023-05-25,1.2905,970.344,25.721,4.7,"64 km W of Gunungsitoli, Indonesia",Sumatra Utara
2023-05-25,-68.842,1.278.927,278.59,4.4,Banda Sea,Maluku
2023-05-25,-79.128,1.231.573,10,4.7,"130 km NE of Maumere, Indonesia",Nusa Tenggara Timur
2023-05-25,-14.868,1.194.146,10,4.1,"81 km SW of Palu, Indonesia",Sulawesi Tengah
2023-05-25,-31.887,1.307.702,10,4.4,"172 km W of Fakfak, Indonesia",Papua Barat
2023-05-25,1.1724,1.263.169,10,4.6,"126 km WNW of Ternate, Indonesia",Maluku Utara
2023-05-24,-47.131,1.312.799,58.527,4.2,Banda Sea,Maluku
2023-05-24,-92.785,1.149.566,80.203,4.6,"58 km SSW of Jimbaran, Indonesia",Bali
2023-05-24,-76.953,1.053.229,18.68,4.1,"156 km SSW of Labuan, Indonesia",Banten
2023-05-24,3.0484,1.267.046,48.939,4.4,"205 km NW of Tobelo, Indonesia",Maluku Utara
2023-05-24,-69.484,1.295.293,158,6.2,Banda Sea,Maluku
2023-05-24,-61.035,1.283.196,329.214,4.1,Banda Sea,Maluku
2023-05-24,-72.599,1.297.558,63.706,4.2,"Kepulauan Babar, Indonesia",Maluku
2023-05-24,-7.877,984.891,20.522,4.4,"168 km SSE of Teluk Dalam, Indonesia",Riau
2023-05-24,-67.355,1.296.673,156.695,4.4,Banda Sea,Maluku
2023-05-23,-75.939,1.192.796,283.287,4.2,"112 km NNE of Sape, Indonesia",Nusa Tenggara Barat
2023-05-23,-79.393,1.152.242,9.579,4.5,Bali Sea,Bali
2023-05-23,-29.948,1.391.775,42.145,4.5,"near the north coast of Papua, Indonesia",Papua
2023-05-23,2.9393,1.266.079,49.382,4.3,"205 km NW of Tobelo, Indonesia",Maluku Utara
2023-05-23,3.0781,1.267.467,48.463,5.1,"204 km NW of Tobelo, Indonesia",Maluku Utara
2023-05-23,-101.151,1.110.585,10,4.5,"south of Java, Indonesia",Jawa Timur
2023-05-23,2.0291,963.192,10,4.4,"50 km S of Sinabang, Indonesia",Aceh
2023-05-23,-77.283,1.225.715,254.814,4.4,Flores Sea,Nusa Tenggara Timur
2023-05-22,3.0902,1.266.613,35,4.5,"212 km NW of Tobelo, Indonesia",Maluku Utara
2023-05-22,-66.291,1.293.484,10,4.4,Banda Sea,Maluku
2023-05-22,-32.314,1.398.157,30.273,4.5,"114 km SW of Abepura, Indonesia",Papua
2023-05-22,-94.328,1.248.101,26.707,4.2,"36 km E of Kefamenanu, Indonesia",Nusa Tenggara Timur
2023-05-22,-104.528,1.194.553,23.201,4.3,"115 km SSE of Tambolaka, Indonesia",Nusa Tenggara Timur
2023-05-22,-66.092,1.292.493,10,5.2,Banda Sea,Maluku
2023-05-22,3.1142,126.819,35,4.6,"Pulau-Pulau Talaud, Indonesia",Sulawesi Utara
2023-05-22,-5.024,1.333.851,10,4.1,"96 km NE of Tual, Indonesia",Maluku
2023-05-21,-11.026,1.203.447,46.683,4.8,"55 km NW of Poso, Indonesia",Sulawesi Tengah
2023-05-20,5.3341,94.337,46.191,4.3,"112 km WSW of Banda Aceh, Indonesia",Aceh
2023-05-19,1.646,1.273.669,133.834,4.6,"72 km W of Tobelo, Indonesia",Maluku Utara
2023-05-19,1.4839,1.265.204,44.24,4.9,"122 km NW of Ternate, Indonesia",Maluku Utara
2023-05-17,-56.762,1.071.056,319.137,4.3,"57 km NNW of Rengasdengklok, Indonesia",Jawa Barat
2023-05-15,1.9536,1.267.368,49.813,4.6,"143 km W of Tobelo, Indonesia",Maluku Utara
2023-05-15,-1.072,1.249.618,59.505,4.8,"85 km SE of Modisi, Indonesia",Sulawesi Utara
2023-05-14,3.1236,1.282.397,69.66,4.5,"156 km N of Tobelo, Indonesia",Maluku Utara
2023-05-14,2.5254,99.129,166.267,4.3,"26 km SE of Parapat, Indonesia",Jawa Barat
2023-05-14,484,1.269.296,124.58,5,"60 km SW of Ternate, Indonesia",Maluku Utara
2023-05-14,-92.337,1.113.659,35,4.5,"133 km SSW of Trenggalek, Indonesia",Jawa Timur
2023-05-11,1.2392,971.193,34.605,4.9,"55 km W of Gunungsitoli, Indonesia",Sumatra Utara
2023-05-10,-51.764,1.061.546,286.384,4.3,"94 km E of Metro, Indonesia",Lampung
2023-05-10,-65.607,1.048.155,19.649,5,"114 km W of Labuan, Indonesia",Banten
2023-05-10,0.33,1.221.835,174.63,4.4,"100 km WSW of Gorontalo, Indonesia",Gorontalo
2023-05-09,-40.089,1.348.916,13.996,4.6,"98 km SW of Nabire, Indonesia",Papua
2023-05-09,-73.601,1.220.492,519.089,4.4,"140 km N of Maumere, Indonesia",Nusa Tenggara Timur
2023-05-09,-47.043,1.338.903,10,4.7,"162 km NE of Tual, Indonesia",Maluku
2023-05-09,-57.554,1.311.983,121.129,4.4,"172 km W of Tual, Indonesia",Maluku
2023-05-09,2.1823,1.260.061,74.835,4.5,"127 km NE of Bitung, Indonesia",Sulawesi Utara
2023-05-08,-70.763,1.072.238,117.76,4.4,"26 km WNW of Banjar, Indonesia",Jawa Barat
2023-05-08,8.736,1.260.619,35.962,4.4,"121 km ESE of Bitung, Indonesia",Sulawesi Utara
2023-05-08,5.582,1.244.691,120.85,4.3,"12 km NNE of Modisi, Indonesia",Sulawesi Utara
2023-05-08,-1.084,1.251.514,55.449,4.4,"100 km SE of Modisi, Indonesia",Sulawesi Utara
2023-05-07,9.448,1.261.654,35,4.9,"127 km ESE of Bitung, Indonesia",Sulawesi Utara
2023-05-07,8.122,1.261.014,23.063,4.7,"128 km ESE of Bitung, Indonesia",Sulawesi Utara
2023-05-07,2.4302,1.272.941,94.779,4.5,"111 km NW of Tobelo, Indonesia",Maluku Utara
2023-05-07,3.0557,1.278.621,10,4.6,"147 km N of Tobelo, Indonesia",Maluku Utara
2023-05-06,-44.365,1.384.686,153.188,4.2,"Papua, Indonesia",Papua
2023-05-06,-61.787,1.291.515,244.917,4.5,"294 km SSE of Ambon, Indonesia",Maluku
2023-05-06,2.3479,1.267.295,35,4.8,"158 km WNW of Tobelo, Indonesia",Maluku Utara
2023-05-06,4.1803,1.278.308,139.423,4.3,"Pulau-Pulau Talaud, Indonesia",Sulawesi Utara
2023-05-05,-72.201,1.201.721,581.478,5,"144 km NNE of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2023-05-04,-80.503,1.304.152,10,4.4,"Pulau Pulau Tanimbar, Indonesia",Maluku
2023-05-04,-9.594,1.233.284,10,4.3,"60 km E of Luwuk, Indonesia",Sulawesi Tengah
2023-05-03,-102.424,1.193.123,26.447,4,"90 km S of Tambolaka, Indonesia",Nusa Tenggara Timur
2023-05-03,-37.055,1.286.476,117.349,5.1,"Seram, Indonesia",Maluku
2023-05-03,3.4156,1.259.242,103.775,5.1,"Pulau-Pulau Sangihe, Indonesia",Sulawesi Utara
2023-05-02,-84.901,1.213.593,164.346,4.3,"51 km NW of Ende, Indonesia",Nusa Tenggara Timur
2023-05-02,-92.946,1.141.673,50.405,4.3,"96 km S of Muncar, Indonesia",Jawa Timur
2023-05-02,2.4092,1.278.132,10,4.5,"78 km NNW of Tobelo, Indonesia",Maluku Utara
2023-05-02,-3.879,1.324.744,37.038,4.6,"46 km N of Fef, Indonesia",Papua Barat
2023-05-01,-31.987,1.398.493,47.406,4.1,"Papua, Indonesia",Papua
2023-04-30,1.3235,1.263.001,28.646,5.1,"131 km E of Bitung, Indonesia",Sulawesi Utara
2023-04-30,-48.169,1.338.209,10,4.6,"Near the south coast of Papua, Indonesia",Papua
2023-04-29,-49.471,1.338.025,10,5.1,"138 km ENE of Tual, Indonesia",Maluku
2023-04-29,-103.619,1.201.779,26.019,4.4,"78 km S of Waingapu, Indonesia",Nusa Tenggara Timur
2023-04-29,8.1481,940.315,10,4.3,"287 km NNW of Sabang, Indonesia",Aceh
2023-04-29,-48.421,1.338.211,10,4.6,"146 km NE of Tual, Indonesia",Maluku
2023-04-29,-71.127,1.298.109,82.993,4.3,"Kepulauan Babar, Indonesia",Maluku
2023-04-28,2.5229,966.459,10,4.8,"29 km E of Sinabang, Indonesia",Aceh
2023-04-28,-87.282,1.189.796,117.935,5,"17 km S of Sape, Indonesia",Nusa Tenggara Barat
2023-04-28,-49.823,1.336.209,10,4.4,"119 km NE of Tual, Indonesia",Maluku
2023-04-28,-47.721,1.339.643,10,5.5,"164 km NE of Tual, Indonesia",Maluku
2023-04-28,-48.192,1.338.044,10,4.3,"147 km NE of Tual, Indonesia",Maluku
2023-04-28,-47.649,1.338.971,10,5.7,"158 km NE of Tual, Indonesia",Maluku
2023-04-27,3.2019,985.008,10,4.6,"1 km NW of Berastagi, Indonesia",Sumatra Utara
2023-04-27,-86.643,1.182.815,149.842,4.4,"24 km SW of Dompu, Indonesia",Nusa Tenggara Barat
2023-04-26,-7.335,98.591,25.639,5.1,"Kepulauan Batu, Indonesia",Sumatra Utara
2023-04-26,4.4992,951.465,67.65,4.6,"115 km WNW of Meulaboh, Indonesia",Aceh
2023-04-26,4.7519,95.456,78.845,4.9,"88 km S of Banda Aceh, Indonesia",Aceh
2023-04-25,-40.453,1.340.713,35.793,4.7,"175 km WSW of Nabire, Indonesia",Papua
2023-04-25,-71.159,1.123.496,243.273,4.2,"Java, Indonesia",Jawa Timur
2023-04-24,-9.254,985.229,21.649,4.9,"170 km NW of Tuapejat, Indonesia",Sumatra Barat
2023-04-24,1.7947,1.226.022,446.428,4.2,"Minahasa, Sulawesi, Indonesia",Sulawesi Utara
2023-04-24,3.5141,1.230.811,525.591,4,"298 km NW of Manado, Indonesia",Sulawesi Utara
2023-04-24,-4.889,102.968,66.805,4.7,"100 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2023-04-24,-28.674,1.298.701,10,4.4,"110 km ENE of Masohi, Indonesia",Maluku
2023-04-23,3.3808,1.267.466,35,4.6,"Pulau-Pulau Talaud, Indonesia",Sulawesi Utara
2023-04-23,-8.876,985.425,21.092,4.3,"171 km NW of Tuapejat, Indonesia",Sumatra Barat
2023-04-23,2.8378,1.269.466,37.922,4.5,"170 km NW of Tobelo, Indonesia",Maluku Utara
2023-04-23,2.7519,1.271.388,52.985,4.6,"148 km NW of Tobelo, Indonesia",Maluku Utara
2023-04-22,-8.016,986.029,18.401,5.2,"170 km W of Pariaman, Indonesia",Sumatra Barat
2023-04-22,-10.392,983.974,16.274,4.7,"171 km NW of Tuapejat, Indonesia",Sumatra Barat
2023-04-22,-8.863,987.009,22.933,4.6,"160 km NW of Tuapejat, Indonesia",Sumatra Barat
2023-04-22,-8.634,984.325,21.08,4.6,"173 km SSE of Teluk Dalam, Indonesia",Riau
2023-04-22,-8.598,985.035,22.721,5.3,"176 km SSE of Teluk Dalam, Indonesia",Riau
2023-04-22,-9.402,984.892,20,5.7,"171 km NW of Tuapejat, Indonesia",Sumatra Barat
2023-04-22,-7.708,985.755,26.714,5.8,"171 km SSE of Teluk Dalam, Indonesia",Riau
2023-04-22,-19.418,1.259.231,32.776,4.9,"Pulau-Pulau Sula, Indonesia",Maluku Utara
2023-04-22,2.41,1.269.263,58.776,4.2,"142 km WNW of Tobelo, Indonesia",Maluku Utara
2023-04-21,3.0654,1.263.285,59.509,4.1,"223 km NE of Bitung, Indonesia",Sulawesi Utara
2023-04-21,2.8167,1.271.418,48.8,4.8,"154 km NW of Tobelo, Indonesia",Maluku Utara
2023-04-21,2.7929,127.048,24.575,5.9,"159 km NW of Tobelo, Indonesia",Maluku Utara
2023-04-21,3.599,1.258.405,41.936,4.3,"143 km SSE of Bitung, Indonesia",Sulawesi Utara
2023-04-20,199,1.235.799,151.249,4.7,"68 km ESE of Gorontalo, Indonesia",Gorontalo
2023-04-20,-40.265,1.003.354,23.312,4.5,"southwest of Sumatra, Indonesia",Lampung
2023-04-19,5.9134,952.219,123.592,4.4,"10 km WNW of Sabang, Indonesia",Aceh
2023-04-19,-99.964,1.149.786,35,4.4,"134 km S of Jimbaran, Indonesia",Bali
2023-04-19,-86.057,1.183.776,129.233,4.2,"Sumbawa region, Indonesia",Nusa Tenggara Barat
2023-04-18,-38.909,1.017.144,48.82,4.6,"62 km W of Bengkulu, Indonesia",Bengkulu
2023-04-18,614,123.173,112.636,4.1,"54 km SSE of Gorontalo, Indonesia",Gorontalo
2023-04-17,2.024,1.218.847,201.133,4.3,"136 km WSW of Gorontalo, Indonesia",Gorontalo
2023-04-17,-63.146,1.302.817,144.832,4.3,"283 km WSW of Tual, Indonesia",Maluku
2023-04-17,4.0745,1.278.435,146.671,4.4,"260 km N of Tobelo, Indonesia",Maluku Utara
2023-04-17,-48.734,1.029.421,62.556,5.1,"99 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2023-04-17,-60.159,111.844,603.29,4.7,"Java, Indonesia",Jawa Timur
2023-04-17,-84.254,1.077.916,35,4.8,"123 km SSW of Singaparna, Indonesia",Jawa Barat
2023-04-16,4.0607,1.266.858,57.438,4.3,"Pulau-Pulau Talaud, Indonesia",Sulawesi Utara
2023-04-16,-53.924,1.223.168,10,4.3,"32 km WNW of Baubau, Indonesia",Sulawesi Tenggara
2023-04-15,1.197,968.409,21.495,4.3,"150 km SSE of Sinabang, Indonesia",Aceh
2023-04-15,-48.305,1.029.546,62.192,5.5,"94 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2023-04-15,218,967.089,10,4.4,"128 km WSW of Teluk Dalam, Indonesia",Riau
2023-04-15,9.662,993.803,10,4.4,"47 km SSE of Padangsidempuan, Indonesia",Sumatra Utara
2023-04-14,-6.047,1.129.683,592.369,5.4,"Java, Indonesia",Jawa Timur
2023-04-14,-60.255,1.120.332,594.028,7,"96 km N of Tuban, Indonesia",Jawa Timur
2023-04-14,-20.796,139.084,36.653,5,"181 km WNW of Abepura, Indonesia",Papua
2023-04-13,-2.425,1.398.464,28.67,4.5,"89 km WNW of Abepura, Indonesia",Papua
2023-04-13,-29.315,1.390.989,41.976,4.2,"174 km WSW of Abepura, Indonesia",Papua
2023-04-12,-60.675,1.292.177,238.114,4.8,"286 km SSE of Ambon, Indonesia",Maluku
2023-04-11,5.7044,949.471,97.238,4.4,"45 km WSW of Sabang, Indonesia",Aceh
2023-04-11,2.0675,1.266.322,37.121,5,"157 km WNW of Tobelo, Indonesia",Maluku Utara
2023-04-11,2.111,975.115,10,4.3,"51 km SW of Teluk Dalam, Indonesia",Riau
2023-04-10,3.7038,1.284.124,10,4.7,"222 km NNE of Tobelo, Indonesia",Maluku Utara
2023-04-10,-95.889,1.151.162,58.547,5.1,"88 km S of Nusa Dua, Indonesia",Bali
2023-04-10,-96.792,1.151.125,51.465,5,"98 km S of Nusa Dua, Indonesia",Bali
2023-04-09,-95.185,1.177.309,65.964,4.6,"118 km SSE of Sumbawa Besar, Indonesia",Nusa Tenggara Barat
2023-04-08,-86.175,1.182.828,136.192,4.1,"21 km WSW of Dompu, Indonesia",Nusa Tenggara Barat
2023-04-08,2.5098,990.134,158.772,4.4,"19 km SSE of Parapat, Indonesia",Jawa Barat
2023-04-08,1.9123,1.271.046,100.508,4.8,"102 km WNW of Tobelo, Indonesia",Maluku Utara
